Slope_minmax,PeakVal1_error,PeakVal2_error,PeakHt1_error,PeakHt2_error,Min1_window,Min2_window,Max1_window,Max2_window,Var1_window,Var2_window,Mean1_window,Mean2_window,Sig_coef1,Sig_coef2,Sig_coef3,Sig_coef4,Max_fft,Min_fft,Mean_fft,Var_fft
0.22395833333333334,0.7866323907455013,0.6925,0.37919463087248567,0.4189944134078205,0.6722222222222222,0.6638888888888889,0.73,0.7268170426065163,0.15198066126013654,0.14870571459910004,0.7025052192066802,0.684126984126984,-0.0016045912389293607,0.18814872707399813,0.005138111589932189,0.010810044838356403,0.704448610874382,-0.3051464940963784,0.6340143481676124,0.5019044281004948
0.1818181818181818,0.37017994858611825,0.5,0.19798657718120835,0.24208566108007326,0.41944444444444445,0.3916666666666666,0.49,0.46616541353383456,0.09149511332917433,0.08898212131183503,0.4514613778705638,0.4285714285714288,-0.0015889212479737631,0.12585779540029562,0.4999982309726318,0.006370495223691516,0.3774501448781318,-0.3681537727012696,0.3514333037478681,0.14884846961507228
0.19318181818181815,0.519280205655527,0.47,0.3087248322147672,0.27560521415269973,0.25,0.23055555555555554,0.3975,0.3583959899749373,0.1904501975462676,0.1717396073269716,0.3282881002087682,0.2925925925925927,0.004872051318370747,0.1214191490384943,0.0038798206877133307,0.0031289916852241828,0.37659792057269464,-0.5439918748950975,0.2843991725923258,0.155169975737464
0.24553571428571416,0.38303341902313626,0.535,0.30536912751678097,0.17504655493482257,0.3416666666666667,0.3277777777777778,0.4225,0.40350877192982454,0.0984612185485549,0.08988702424042996,0.3825678496868474,0.3608465608465608,0.0033085117600911793,0.16972989081032594,0.0030659799133996414,0.005398273899011363,0.43301516959263675,-0.22676275353852618,0.4183387198072817,0.19196573844836803
0.10021551724137927,0.33676092544987146,0.4,0.1711409395973151,0.10055865921787639,0.3111111111111111,0.2972222222222222,0.365,0.3483709273182957,0.04946454564358469,0.047905012613798204,0.3382045929018787,0.3222222222222222,0.0031268316953198864,0.09473083640371717,0.0020170096681726736,0.003648590598225789,0.37497869439236403,-0.27350112653024927,0.31887533534017626,0.14518217049744048
0.18124999999999988,0.48329048843187655,0.405,0.41275167785234956,0.3538175046554938,0.39444444444444443,0.37222222222222223,0.4625,0.45614035087719296,0.09604387606571026,0.09712624766918913,0.42797494780793305,0.40687830687830684,7.44923593422668e-05,0.11745245468930689,0.499998545390303,0.0064663812483383215,0.4390659621612407,-0.06409460417993325,0.43746835923187516,0.19421249163393703
0.2124999999999999,0.2493573264781491,0.485,0.1543624161073818,0.15270018621974002,0.31388888888888883,0.3638888888888889,0.4475,0.48621553884711777,0.17488043252235358,0.1733848853789618,0.382045929018789,0.4301587301587301,0.006478319811965586,0.12830995828732633,0.0022530801014512877,0.0034820266102254215,0.44281574910516447,-0.6321983263510675,0.31919743967166875,0.21553063629249325
0.1918103448275861,0.6221079691516709,0.4,0.2718120805369135,0.1731843575418989,0.4222222222222222,0.4444444444444445,0.5,0.5263157894736842,0.10753275109170335,0.1007184380827029,0.461377870563674,0.4984126984126983,0.007073767310718139,0.1702742334207151,0.0014676106866639226,0.0054362230530859215,0.5183228225668995,-0.4308152885160475,0.44120606105346016,0.2824942677800786
0.26562499999999983,0.32904884318766064,0.31,0.11073825503355704,0.2867783985102421,0.26111111111111107,0.25555555555555554,0.3525,0.3383458646616541,0.10909232688708677,0.10030711856970506,0.31106471816283915,0.2894179894179894,0.0013795373676446156,0.0843265032198173,0.018808953264248175,0.003718568887467748,0.3118288733594682,-0.11748184910501205,0.28266547756130955,0.0987829727552304
0.21634615384615377,0.37017994858611825,0.4825,0.2583892617449687,0.15083798882681482,0.3277777777777778,0.3527777777777778,0.4275,0.45614035087719296,0.12884695362861295,0.13066249862893464,0.376304801670146,0.4153439153439154,0.003073458082036451,0.12146852125090256,0.0052104315141514555,0.004636642151093202,0.4172490199420486,-0.3625896019194342,0.3523901278319566,0.18039906505632797
0.05729166666666658,0.6709511568123393,0.835,0.372483221476507,0.4096834264432018,0.7277777777777777,0.7611111111111112,0.8225,0.8370927318295739,0.19845601996256904,0.1876439618295484,0.7646137787056363,0.813227513227513,-0.006100503688161694,0.12078285099349016,0.2050749576880836,0.012272604873890418,0.6214419635247996,-0.20881119943650203,0.7398554560540589,0.40688395647046177
0.2284482758620689,0.6555269922879177,0.4375,0.5402684563758381,0.3109869646182486,0.4083333333333333,0.425,0.5075,0.5288220551378445,0.16198793928051528,0.15158495119008344,0.4561586638830894,0.496296296296296,0.008542432962563762,0.11188755942586136,0.0011692007407619377,0.003896516285388421,0.573376512698142,-0.6101732381713183,0.4428354611692101,0.35052221781900733
0.24218749999999994,0.442159383033419,0.495,0.20134228187919503,0.26256983240223364,0.4361111111111111,0.4444444444444445,0.495,0.49874686716791977,0.07797878976918263,0.07535373478117757,0.456680584551148,0.48518518518518516,0.0027364121277702862,0.04306204492676572,0.004549739381823682,0.0041514863154987645,0.4317368331344809,-0.1687954846535415,0.3682488237804873,0.19014745804424463
0.12202380952380953,0.4704370179948586,0.5175,0.52013422818792,0.3109869646182506,0.40277777777777773,0.39444444444444443,0.4775,0.45864661654135336,0.09846121854855479,0.09177909400021936,0.44258872651356956,0.42275132275132254,0.002562600708603622,0.12259199008617784,0.0018685163700500407,0.0054869701496898775,0.45653656042270324,-0.23762270027427462,0.3845287561591151,0.2127221957314744
0.3494318181818181,0.5269922879177378,0.3825,0.3758389261744963,0.29236499068901445,0.3111111111111111,0.2888888888888889,0.475,0.43609022556390975,0.25797982948638015,0.22970823735878054,0.3966597077244258,0.35661375661375666,0.0034669839604615257,0.11467081793556963,0.007460932591715671,0.004383535730680753,0.4199761377194477,-0.4405593130091253,0.3566869005997417,0.18472126256781818
0.2708333333333332,0.2750642673521851,0.2775,0.3657718120805377,0.21042830540037197,0.23888888888888887,0.26111111111111107,0.3225,0.3358395989974937,0.08751819505094631,0.07521662827684573,0.28131524008350717,0.31058201058201046,0.004148007303288316,0.1822278266550722,0.002859640715679683,0.004112352136550867,0.3497528549514231,-0.22282407870321902,0.3342285196883919,0.12802669508935416
0.0,0.665809768637532,0.5625,0.17785234899328886,0.18621973929236474,0.49444444444444446,0.5166666666666667,0.5525,0.5639097744360902,0.0848149303389484,0.07787649446089784,0.5182672233820456,0.5502645502645501,-0.0023566611880727487,0.12096331991535038,0.17480243665481932,0.009824868668976711,0.5838588716550196,-0.11561989791502472,0.6347994273473782,0.34292174351645244
0.1897321428571428,0.4601542416452442,0.3675,0.36577181208053905,0.3128491620111726,0.3972222222222222,0.38888888888888884,0.5025,0.48621553884711777,0.15837492202120962,0.15035099265109103,0.4556367432150311,0.42962962962962964,0.006431943077381889,0.14857902959156846,0.001893838687508305,0.00515501206532848,0.5193454917334241,-0.5263142758506554,0.40905421583997664,0.2866694811658169
0.2714843749999999,0.5526992287917737,0.6275,0.5067114093959729,0.290502793296087,0.3611111111111111,0.3333333333333333,0.4925,0.45112781954887216,0.18415990850488675,0.17105407480530893,0.427974947807933,0.39312169312169304,0.004482350883290746,0.12957876045469038,0.0039111229206928114,0.00470453411381441,0.4596897903528208,-0.5084198140645884,0.3469229476971177,0.22391889261514386
0.1840277777777777,0.4087403598971722,0.51,0.6711409395973138,0.37988826815642396,0.4444444444444445,0.3361111111111111,0.51,0.39849624060150374,0.08897379912663748,0.08931117692223338,0.47129436325678464,0.3724867724867723,0.0033212645141780634,0.19211633634783845,0.002982029995849273,0.0054890500945654125,0.4194648031361854,-0.15501990336362106,0.40958763344867105,0.17938793024567404
0.2604166666666666,0.8406169665809768,0.83,0.5234899328859044,0.3258845437616369,0.7583333333333333,0.7833333333333332,0.82,0.8320802005012531,0.1303025577043038,0.12128441373258711,0.779227557411273,0.8211640211640209,-0.001559004035348487,0.10613093904474648,0.014064715176282832,0.012308086168377303,0.7712629964206577,-0.0577323338792351,0.7956872995366849,0.5942715576080716
0.054999999999999966,0.8406169665809768,0.78,0.5234899328859071,0.32029795158286656,0.7999999999999999,0.8527777777777777,0.8025,0.8270676691729323,0.050348305260969096,0.03833497861138626,0.7912317327766175,0.8349206349206342,0.0,0.0,0.0,0.0,0.8175387762058972,-0.05471748328817994,0.7810228926609497,0.6696844424748886
0.22395833333333323,0.5398457583547558,0.51,0.48322147651006714,0.30912476722532545,0.49722222222222223,0.5166666666666667,0.53,0.5438596491228069,0.04982844666250804,0.04423055829768569,0.5109603340292272,0.538095238095238,0.0004907830681944267,0.08364596997354379,0.01732867543013145,0.007623948055681426,0.5363047554116244,-0.05161187395446186,0.5434531971127338,0.2873724267419051
0.23263888888888878,0.609254498714653,0.5775,0.42953020134228065,0.2998137802607062,0.5388888888888889,0.5055555555555555,0.5925,0.5789473684210527,0.09440632148055739,0.08876275090490271,0.5589770354906053,0.5444444444444445,0.0013942651504162229,0.1237837621977207,0.009937194695638397,0.007115356941309194,0.5266746207601841,-0.16019557175528787,0.5081021359812671,0.27920150364823487
0.16964285714285712,0.3496143958868895,0.5725,0.29194630872483124,0.26070763500931093,0.37222222222222223,0.3611111111111111,0.4475,0.42606516290726815,0.08387918486171772,0.08042667544148309,0.4128392484342379,0.3925925925925926,0.003657101061367121,0.12845172882118705,0.002626260898832669,0.005269799140457323,0.4728140446565535,-0.38921942328620285,0.40807752189962776,0.23098494915868703
0.1729166666666666,0.5886889460154242,0.4975,0.379194630872483,0.3873370577281183,0.23888888888888887,0.21388888888888888,0.41,0.37092731829573933,0.24584113121231052,0.25219370406932123,0.3355949895615864,0.2941798941798941,0.0057497452435246186,0.12493078806245381,0.0035942305863759664,0.0031381084406819503,0.4014828702914606,-0.6342007301862901,0.29214012194188216,0.1792841707522788
0.1830357142857143,0.7712082262210797,0.815,0.5369127516778555,0.6014897579143379,0.8277777777777777,0.6305555555555555,0.8425,0.669172932330827,0.07805676855895226,0.07697159153230351,0.8308977035490601,0.6619047619047618,-0.0023592395919397754,0.12075181903169986,0.1874976623205903,0.01210037610055655,0.7364922447588204,-0.12992531967745416,0.760089114087938,0.5446061874785374
0.06547619047619044,0.7326478149100257,0.75,0.29865771812080766,0.2942271880819374,0.7527777777777778,0.7722222222222221,0.75,0.7619047619047619,0.03371283011021038,0.031040912580893143,0.744258872651357,0.7719576719576721,1.0,-1.0,0.00030746272214336035,-1.0,0.7534515084370205,-0.06640229253289953,0.7257714203527396,0.5688673459628075
0.06547619047619044,0.7326478149100257,0.75,0.29865771812080677,0.2942271880819354,0.7527777777777778,0.7722222222222221,0.75,0.7619047619047619,0.03371283011021038,0.031040912580893143,0.744258872651357,0.7719576719576721,0.000918832737391259,0.09040089391361354,0.010692138639412263,0.010490753936112407,0.7470598261462417,-0.0792895126727919,0.7459562908009264,0.5579251931840574
0.18749999999999958,0.6889460154241646,0.67,1.7882786973828042e-15,2.4809453064249296e-15,0.7444444444444445,0.7444444444444445,0.67,0.6716791979949874,0.0,0.0,0.6993736951983296,0.7089947089947091,0.0010523993177741122,0.2294275298043925,0.007847227930564214,0.01048857038036064,0.7126299642065791,-0.01157994651869404,0.7252978416254096,0.5065986997747476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12067738632379629,0.12499829505099563,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12067738632379629,0.12499829505099563,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12067738632379629,0.12499829505099563,0.0,0.0,0.0,0.0,0.0
0.04687500000000037,0.7352185089974292,0.89,0.3892617449664425,0.5959031657355626,0.7944444444444444,0.7555555555555555,0.89,0.8872180451127819,0.26429611145768345,0.2788197872107043,0.8413361169102294,0.8084656084656084,-0.004788310956983776,0.09633584155270547,0.3124918640363433,0.012757324490161974,0.6627748423385035,-0.13723758173437667,0.8200522247989678,0.44609251180322734
0.17013888888888892,0.9948586118251928,0.89,0.4832214765100627,0.5959031657355666,0.7944444444444444,0.7555555555555555,0.89,0.8872180451127819,0.26429611145768395,0.27881978721070483,0.8413361169102294,0.8084656084656084,-0.002985791830450266,0.12113518988352776,0.1874960641519266,0.014882133847545921,0.9048065450826658,-0.3838514170958675,0.883202918527083,0.830206842584308
0.3208333333333332,0.2519280205655527,0.24,0.2919463087248321,0.37802607076349953,0.25833333333333336,0.24166666666666667,0.4225,0.38596491228070173,0.2430858806404658,0.21821871229571124,0.34655532359081404,0.3079365079365079,0.004921929675213676,0.20369587790442406,0.004354519334259071,0.0036095663803021247,0.3001534003749786,-0.15336970278452802,0.31898918710620355,0.09555381308400497
0.298611111111111,0.29048843187660667,0.3375,0.22818791946308828,0.44320297951582727,0.22222222222222224,0.2333333333333333,0.3375,0.3383458646616541,0.16227386150966944,0.1267686739058901,0.28079331941544877,0.3132275132275132,0.005501716746082859,0.18688468043615133,0.0024718251675498798,0.004320678511134459,0.38119993182205547,-0.2619747814143578,0.3635200146208162,0.15399919962190728
0.08333333333333338,0.42673521850899737,0.495,0.17114093959731555,0.14897579143389214,0.49166666666666664,0.5027777777777778,0.49,0.49624060150375937,0.015777708463297933,0.014341340353186346,0.48590814196242144,0.5037037037037037,-0.0011551249587053948,0.12065071202678845,0.1621073988653793,0.007421494420868573,0.4613942389636952,-0.04181140230349776,0.4821212465277488,0.21292839179205503
0.24652777777777765,0.5089974293059126,0.3225,0.22483221476509985,0.21787709497206575,0.3,0.2777777777777778,0.3975,0.37092731829573933,0.108728425868164,0.10823187452012735,0.35125260960334004,0.3248677248677248,0.0044125570225815305,0.16187221923367207,0.002911091433188446,0.004721482740008687,0.4197204704278165,-0.3402734516851161,0.37361391607385086,0.1847829516591957
0.24791666666666662,0.5784061696658097,0.3875,0.4765100671140956,0.3705772811918075,0.3666666666666667,0.3833333333333333,0.4875,0.48872180451127817,0.19502495321272628,0.1781013491280027,0.41858037578288076,0.45767195767195756,0.003237301589912962,0.10295258646732457,0.0059680051527299625,0.005069880377702097,0.46846770069882393,-0.42071597265939503,0.3690733150633099,0.22836679294961332
0.2934027777777777,0.41645244215938304,0.4375,0.4026845637583887,0.242085661080074,0.36944444444444446,0.3916666666666666,0.465,0.48370927318295737,0.12970472031607436,0.12860590106394665,0.4123173277661795,0.4497354497354499,0.0062225196736848875,0.18148156851101235,0.0017461034952741435,0.005768306086287968,0.5026418953468553,-0.34428150193660634,0.46171079355998473,0.26278981496371284
0.03125000000000002,0.493573264781491,0.4525,0.3489932885906022,0.3426443202979504,0.31388888888888883,0.35,0.4275,0.45112781954887216,0.13217404865876448,0.13760008774816274,0.36534446764091844,0.40582010582010586,-0.0037257936726093183,0.1208467683350235,0.5000007951164596,0.007251875174259294,0.3650928924492926,-0.15853723821546822,0.462439207803387,0.14016406900297368
0.0,0.7969151670951157,0.8575,0.13422818791945917,0.1415270018621966,0.7222222222222222,0.7027777777777777,0.7575,0.731829573934837,0.07192243709711102,0.07039047932434124,0.7364300626304805,0.7201058201058207,-0.004589558987712758,0.1207074980766894,0.16991894475962427,0.012885843688554405,0.7132265212203851,-0.09019604851504033,0.8288168187085456,0.5164371539749935
0.30133928571428553,0.6298200514138818,0.8375,0.3087248322147645,0.1936685288640585,0.6,0.7888888888888889,0.6725,0.8395989974937343,0.11964545643584948,0.12005045519359636,0.6383089770354903,0.8185185185185185,0.004292151954255817,0.041755545966876494,0.0033976499223208794,0.008361231245130671,0.803050963013465,-0.36764499502779746,0.6628710681936936,0.6570063220971986
0.16282894736842102,0.493573264781491,0.4275,0.352348993288592,0.25884543761638745,0.4888888888888889,0.475,0.58,0.5538847117794485,0.1327458931170713,0.13334978611385276,0.5396659707724424,0.5148148148148148,0.003231640875831367,0.12740005278608585,0.004559402164063395,0.006419047789587051,0.5376683143003238,-0.37156300499979494,0.44752316207058923,0.296986878621166
0.0789473684210526,0.4318766066838046,0.435,0.14765100671140982,0.2067039106145246,0.41666666666666663,0.4083333333333333,0.4425,0.43609022556390975,0.03685797463090049,0.032302292420752526,0.42640918580375775,0.41640211640211644,0.0,0.0,0.0,0.0,0.42875404806545075,-0.1004610190087813,0.4239782836655885,0.18433702672767796
0.2247023809523809,0.6966580976863753,0.44,0.32550335570469646,0.2513966480446937,0.38888888888888884,0.41666666666666663,0.53,0.568922305764411,0.2497400707007691,0.25392124602391075,0.45824634655532326,0.5105820105820104,0.005111389420389038,0.12022152650856208,0.0038990239077545978,0.004956056702997878,0.5097153570819839,-0.5947537323179594,0.3763799555252153,0.2762604798600994
0.20486111111111102,0.46272493573264784,0.4675,0.3120805369127516,0.17690875232774725,0.45,0.4722222222222222,0.5325,0.5488721804511277,0.11792992306092748,0.10878030053745757,0.48747390396659684,0.5243386243386243,0.003944243361997018,0.14718282298186836,0.0027466314542917794,0.006575343047703986,0.5499403442986194,-0.3512690677519426,0.4869498005361805,0.31065613254765506
0.11249999999999993,0.4601542416452442,0.5325,0.10067114093959573,0.17877094972066898,0.5,0.4888888888888889,0.5325,0.5162907268170426,0.04878872946558537,0.04436766480201836,0.5135699373695198,0.5010582010582012,-0.0007594571563970541,0.06467974376179217,0.1247843520944494,0.008024295128069613,0.5042611215271859,-0.04829817698712859,0.5117901988883026,0.25401719252406185
0.23090277777777765,0.2647814910025707,0.45,0.08389261744966377,0.10428305400372427,0.32499999999999996,0.2972222222222222,0.425,0.39348370927318294,0.11496672904969794,0.1109191620050453,0.3747390396659706,0.34656084656084657,0.004890746401353696,0.13461213119256252,0.0023844232469747008,0.003819564803741329,0.40625532640190903,-0.47313677048009223,0.3113060927604083,0.17672275060320802
0.2017045454545454,0.31619537275064263,0.465,0.33221476510067377,0.2402234636871508,0.2833333333333333,0.2638888888888889,0.43,0.40100250626566414,0.20672177167810313,0.2096358451244926,0.36638830897703534,0.33068783068783064,0.004903589360844162,0.128657629620114,0.0035284690114594595,0.0035854241859952906,0.39875575251406165,-0.5243748670729612,0.30682166851287207,0.17225432795456458
